80080060,bootproc
800BCB70,Actor_SetColorFilter
800BCBF4,func_800BCBF4
800BCC68,func_800BCC68
800BCCDC,func_800BCCDC
800BD2B4,func_800BD2B4
800BD384,func_800BD384
800BD6B8,func_800BD6B8
800BD6E4,func_800BD6E4
800BD888,func_800BD888
800BD9A0,func_800BD9A0
800BD9E0,func_800BD9E0
800BDAA0,func_800BDAA0
800BDB6C,func_800BDB6C
800BDC5C,Actor_ChangeAnimationByInfo
800BDCF4,func_800BDCF4
800BDFB0,Actor_Noop
800BDFC0,Gfx_DrawDListOpa
800BE03C,Gfx_DrawDListXlu
800BE0B8,Actor_FindNearby
800BE184,func_800BE184
800BE22C,Actor_ApplyDamage
800BE258,Actor_SetDropFlag
800BE2B8,Actor_SetDropFlagJntSph
800BE33C,func_800BE33C
800BE3D0,func_800BE3D0
800BE504,func_800BE504
800BE568,func_800BE568
800BE5CC,func_800BE5CC
800BE63C,func_800BE63C
800BE680,func_800BE680
800BF7CC,Actor_SpawnIceEffects
800BF9A0,ActorOverlayTable_FaultPrint
800BFA78,ActorOverlayTable_FaultAddrConv
800BFAE8,ActorOverlayTable_Init
800BFB40,ActorOverlayTable_Cleanup
800BFB80,SSNode_SetValue
800BFB9C,SSList_SetNull
800BFBAC,SSNodeList_SetSSListHead
800BFC04,DynaSSNodeList_SetSSListHead
800BFC5C,DynaSSNodeList_Init
800BFC70,DynaSSNodeList_Alloc
800BFCC0,DynaSSNodeList_ResetCount
800BFCCC,DynaSSNodeList_GetNextNodeIdx
800BFCFC,BgCheck_Vec3sToVec3f
800BFD40,BgCheck_Vec3fToVec3s
800BFD84,func_800BFD84
800BFDEC,func_800BFDEC
800BFFC4,CollisionPoly_GetMinY
800C003C,CollisionPoly_GetNormalF
800C0094,func_800C0094
800C01B8,CollisionPoly_GetPointDistanceFromPlane
800C0220,CollisionPoly_GetVertices
800C02C0,CollisionPoly_GetVerticesByBgId
800C0340,CollisionPoly_CheckYIntersectApprox1
800C0474,CollisionPoly_CheckYIntersect
800C0668,CollisionPoly_CheckYIntersectApprox2
800C06A8,CollisionPoly_CheckXIntersectApprox
800C074C,CollisionPoly_CheckZIntersectApprox
800C07F0,CollisionPoly_LineVsPoly
800C0AF0,CollisionPoly_SphVsPoly
800C0BC0,StaticLookup_AddPolyToSSList
800C0DE0,StaticLookup_AddPoly
800C0E74,BgCheck_RaycastFloorStaticList
800C10FC,BgCheck_RaycastFloorStatic
800C1238,BgCheck_ComputeWallDisplacement
800C12A4,BgCheck_SphVsStaticWall
800C1B68,BgCheck_CheckStaticCeiling
800C1D7C,BgCheck_CheckLineAgainstSSList
800C2008,BgCheck_CheckLineInSubdivision
800C20F4,BgCheck_SphVsFirstStaticPolyList
800C2310,BgCheck_SphVsFirstStaticPoly
800C2460,BgCheck_GetNearestStaticLookup
800C2514,BgCheck_GetStaticLookup
800C25E0,BgCheck_GetStaticLookupIndicesFromPos
800C26C0,BgCheck_GetSubdivisionMinBounds
800C2864,BgCheck_GetSubdivisionMaxBounds
800C2A30,BgCheck_GetPolySubdivisionBounds
800C2BE0,BgCheck_PolyIntersectsSubdivision
800C3334,BgCheck_InitStaticLookup
800C3734,BgCheck_IsSmallMemScene
800C3778,BgCheck_TryGetCustomMemsize
800C37BC,BgCheck_SetSubdivisionDimension
800C3844,BgCheck_GetSpecialSceneMaxObjects
800C389C,BgCheck_Allocate
800C3C00,BgCheck_SetContextFlags
800C3C14,BgCheck_UnsetContextFlags
800C3C2C,BgCheck_GetCollisionHeader
800C3C94,BgCheck_PosInStaticBoundingBox
800C3D50,BgCheck_RaycastFloorImpl
800C3F40,BgCheck_CameraRaycastFloor1
800C3FA0,BgCheck_EntityRaycastFloor1
800C4000,BgCheck_EntityRaycastFloor2
800C4058,BgCheck_EntityRaycastFloor2_1
800C40B4,BgCheck_EntityRaycastFloor3
800C411C,BgCheck_EntityRaycastFloor5
800C4188,BgCheck_EntityRaycastFloor5_2
800C41E4,BgCheck_EntityRaycastFloor5_3
800C4240,BgCheck_EntityRaycastFloor6
800C42A8,BgCheck_EntityRaycastFloor7
800C4314,BgCheck_AnyRaycastFloor1
800C43CC,BgCheck_AnyRaycastFloor2
800C4488,BgCheck_CameraRaycastFloor2
800C44F0,BgCheck_EntityRaycastFloor8
800C455C,BgCheck_EntityRaycastFloor9
800C45C4,BgCheck_CheckWallImpl
800C4C74,BgCheck_EntitySphVsWall1
800C4CD8,BgCheck_EntitySphVsWall2
800C4D3C,BgCheck_EntitySphVsWall3
800C4DA4,BgCheck_EntitySphVsWall4
800C4E10,BgCheck_CheckCeilingImpl
800C4F38,BgCheck_AnyCheckCeiling
800C4F84,BgCheck_EntityCheckCeiling
800C4FD4,BgCheck_CheckLineImpl
800C5464,BgCheck_GetBccFlags
800C54AC,BgCheck_CameraLineTest1
800C5538,BgCheck_CameraLineTest2
800C55C4,BgCheck_EntityLineTest1
800C5650,BgCheck_EntityLineTest2
800C56E0,BgCheck_EntityLineTest3
800C576C,BgCheck_ProjectileLineTest
800C57F8,BgCheck_AnyLineTest1
800C583C,BgCheck_AnyLineTest2
800C58C8,BgCheck_AnyLineTest3
800C5954,BgCheck_SphVsFirstPolyImpl
800C5A20,BgCheck_SphVsFirstPoly
800C5A64,BgCheck_SphVsFirstWall
800C5AAC,SSNodeList_Init
800C5AC4,SSNodeList_Alloc
800C5B80,SSNodeList_GetNextNode
800C5BBC,SSNodeList_GetNextNodeIdx
800C5BD0,ScaleRotPos_Init
800C5C0C,ScaleRotPos_SetValue
800C5C5C,ScaleRotPos_IsEqual
800C5D30,DynaLookup_ResetLists
800C5D70,DynaLookup_Reset
800C5D90,DynaLookup_ResetVtxStartIndex
800C5D9C,DynaLookup_ResetWaterBoxStartIndex
800C5DA8,BgActor_Init
800C5E10,BgActor_SetActor
800C5EC8,BgActor_IsTransformUnchanged
800C5EF0,DynaPoly_NullPolyList
800C5EFC,DynaPoly_AllocPolyList
800C5F38,DynaPoly_NullVtxList
800C5F44,DynaPoly_AllocVtxList
800C5F8C,DynaPoly_InitWaterBoxList
800C5F9C,DynaPoly_AllocWaterBoxList
800C5FD8,DynaPoly_SetBgActorPrevTransform
800C6024,DynaPoly_IsBgIdBgActor
800C6044,DynaPoly_Init
800C6098,DynaPoly_Alloc
800C6188,DynaPoly_SetBgActor
800C6248,DynaPoly_GetActor
800C62BC,func_800C62BC
800C6314,func_800C6314
800C636C,func_800C636C
800C63C4,func_800C63C4
800C641C,func_800C641C
800C6474,func_800C6474
800C64CC,DynaPoly_DeleteBgActor
800C6554,func_800C6554
800C656C,BgCheck_CalcWaterboxDimensions
800C6838,DynaPoly_ExpandSRT
800C734C,BgCheck_ResetFlagsIfLoadedActor
800C73E4,DynaPoly_Setup
800C756C,func_800C756C
800C765C,DynaPoly_UpdateBgActorTransforms
800C76EC,BgCheck_RaycastFloorDynaList
800C7974,BgCheck_RaycastFloorDyna
800C7E40,BgCheck_SphVsDynaWallInBgActor
800C8580,BgCheck_SphVsDynaWall
800C87D0,BgCheck_CheckDynaCeilingList
800C8A60,BgCheck_CheckDynaCeiling
800C8BD0,BgCheck_CheckLineAgainstBgActorSSList
800C8DC0,BgCheck_CheckLineAgainstBgActor
800C8EEC,BgCheck_CheckLineAgainstDyna
800C90AC,BgCheck_SphVsFirstDynaPolyList
800C921C,BgCheck_SphVsFirstDynaPolyInBgActor
800C9380,BgCheck_SphVsFirstDynaPoly
800C94E0,CollisionHeader_SegmentedToVirtual
800C9564,CollisionHeader_GetVirtual
800C9598,BgCheck_InitCollisionHeaders
800C9640,BgCheck_ResetPolyCheckTbl
800C9694,SurfaceType_GetData
800C9704,SurfaceType_GetCamDataIndex
800C9728,func_800C9728
800C9770,SurfaceType_GetCameraSetting
800C97F8,func_800C97F8
800C9844,func_800C9844
800C98CC,func_800C98CC
800C9924,SurfaceType_GetCamPosData
800C99AC,SurfaceType_GetSceneExitIndex
800C99D4,func_800C99D4
800C99FC,func_800C99FC
800C9A24,func_800C9A24
800C9A4C,func_800C9A4C
800C9A7C,func_800C9A7C
800C9AB0,func_800C9AB0
800C9AE4,func_800C9AE4
800C9B18,func_800C9B18
800C9B40,func_800C9B40
800C9B68,func_800C9B68
800C9B90,SurfaceType_IsHorseBlocked
800C9BB8,func_800C9BB8
800C9BDC,SurfaceType_GetSfx
800C9C24,func_800C9C24
800C9C74,SurfaceType_GetSlope
800C9C9C,SurfaceType_GetLightSettingIndex
800C9CC4,SurfaceType_GetEcho
800C9CEC,SurfaceType_IsHookshotSurface
800C9D14,SurfaceType_IsIgnoredByEntities
800C9D50,SurfaceType_IsIgnoredByProjectiles
800C9D8C,SurfaceType_GetConveyorType
800C9DDC,func_800C9DDC
800C9E18,SurfaceType_GetConveyorSpeed
800C9E40,SurfaceType_GetConveyorDirection
800C9E88,SurfaceType_IsWallDamage
800C9EBC,WaterBox_GetSurfaceImpl
800CA1AC,WaterBox_GetSurface1
800CA1E8,WaterBox_GetSurface1_2
800CA22C,WaterBox_GetSurface2
800CA568,func_800CA568
800CA634,WaterBox_GetCamDataIndex
800CA648,WaterBox_GetCameraSetting
800CA6B8,func_800CA6B8
800CA6D8,WaterBox_GetLightSettingIndex
800CA6F0,func_800CA6F0
800CA9D0,func_800CA9D0
800CAA14,func_800CAA14
800CAAD0,BgCheck2_UpdateActorPosition
800CAC0C,BgCheck2_UpdateActorYRotation
800CACA0,BgCheck2_AttachToMesh
800CAD2C,BgCheck2_UpdateActorAttachedToMesh
800CAE10,DynaPolyActor_Init
800CAE34,DynaPolyActor_LoadMesh
800CAE7C,DynaPolyActor_ResetState
800CAE88,DynaPolyActor_SetRidingFallingState
800CAE9C,DynaPolyActor_SetRidingMovingState
800CAEB0,DynaPolyActor_SetRidingMovingStateByIndex
800CAEE0,DynaPolyActor_SetRidingRotatingState
800CAEF4,DynaPolyActor_SetRidingRotatingStateByIndex
800CAF24,DynaPolyActor_SetSwitchPressedState
800CAF38,DynaPolyActor_SetHeavySwitchPressedState
800CAF4C,DynaPolyActor_IsInRidingFallingState
800CAF70,DynaPolyActor_IsInRidingMovingState
800CAF94,DynaPolyActor_IsInRidingRotatingState
800CAFB8,DynaPolyActor_IsInSwitchPressedState
800CAFDC,DynaPolyActor_IsInHeavySwitchPressedState
800CB000,DynaPolyActor_ValidateMove
800CB210,Camera_fabsf
800CB240,Camera_LengthVec3f
800CB270,func_800CB270
800CB330,Camera_Lerpf
800CB398,Camera_Lerps
800CB42C,func_800CB42C
800CB4C0,Camera_LerpVec3f
800CB544,func_800CB544
800CB584,func_800CB584
800CB5DC,func_800CB5DC
800CB60C,func_800CB60C
800CB674,func_800CB674
800CB6C8,func_800CB6C8
800CB700,func_800CB700
800CB780,func_800CB780
800CB7CC,func_800CB7CC
800CB7F8,func_800CB7F8
800CB828,func_800CB828
800CB854,func_800CB854
800CB880,func_800CB880
800CB8C8,func_800CB8C8
800CB8F4,func_800CB8F4
800CB924,func_800CB924
800CB950,func_800CB950
800CBA08,func_800CBA08
800CBA34,func_800CBA34
800CBA7C,func_800CBA7C
800CBAAC,func_800CBAAC
800CBAD4,func_800CBAD4
800CBB58,func_800CBB58
800CBB88,func_800CBB88
800CBC00,func_800CBC00
800CBC30,func_800CBC30
800CBC84,func_800CBC84
800CBFA4,func_800CBFA4
800CC000,func_800CC000
800CC128,func_800CC128
800CC1C4,func_800CC1C4
800CC260,func_800CC260
800CC488,func_800CC488
800CC56C,func_800CC56C
800CC5C8,func_800CC5C8
800CC740,func_800CC740
800CC7A8,func_800CC7A8
800CC804,func_800CC804
800CC874,func_800CC874
800CC938,func_800CC938
800CC958,func_800CC958
800CC9C0,func_800CC9C0
800CCCEC,func_800CCCEC
800CD04C,func_800CD04C
800CD288,func_800CD288
800CD2E0,func_800CD2E0
800CD2F0,func_800CD2F0
800CD3E4,func_800CD3E4
800CD44C,func_800CD44C
800CD634,func_800CD634
800CD6CC,func_800CD6CC
800CD6F8,func_800CD6F8
800CD834,func_800CD834
800CDA14,func_800CDA14
800CDB6C,func_800CDB6C
800CDE6C,func_800CDE6C
800CE2B8,func_800CE2B8
800CE5E0,func_800CE5E0
800CE79C,func_800CE79C
800CE930,func_800CE930
800CEAD8,func_800CEAD8
800CEC38,func_800CEC38
800CED90,func_800CED90
800CF3A4,Camera_ModeNop
800CF3B4,Camera_ModeNORM1
800D0874,Camera_ModeNORM2
800D0894,Camera_ModeNORM3
800D1228,Camera_ModeNORM4
800D12B8,Camera_ModeNORM0
800D1A78,Camera_ModePARA1
800D2AA8,Camera_ModePARA2
800D2AC8,Camera_ModePARA3
800D2AE8,Camera_ModePARA4
800D2B08,Camera_ModePARA0
800D2B28,Camera_ModeJUMP1
800D2B48,Camera_ModeJUMP2
800D3520,Camera_ModeJUMP3
800D41E0,Camera_ModeJUMP4
800D4200,Camera_ModeJUMP0
800D4220,Camera_ModeBATT1
800D55A8,Camera_ModeBATT2
800D55C8,Camera_ModeBATT3
800D55E8,Camera_ModeBATT4
800D5608,Camera_ModeBATT0
800D5628,Camera_ModeKEEP1
800D67DC,Camera_ModeKEEP2
800D67FC,Camera_ModeKEEP3
800D73C8,Camera_ModeKEEP4
800D7FA4,Camera_ModeKEEP0
800D7FC4,Camera_ModeFIXD1
800D83C8,Camera_ModeFIXD2
800D8E08,Camera_ModeFIXD3
800D8E28,Camera_ModeFIXD4
800D8E48,Camera_ModeFIXD0
800D8E68,Camera_ModeSUBJ1
800D947C,Camera_ModeSUBJ2
800D949C,Camera_ModeSUBJ3
800D94BC,Camera_ModeSUBJ4
800D94DC,Camera_ModeSUBJ0
800D94FC,Camera_ModeDATA0
800D951C,Camera_ModeDATA1
800D953C,Camera_ModeDATA2
800D955C,Camera_ModeDATA3
800D957C,Camera_ModeDATA4
800D959C,Camera_ModeUNIQ1
800D95BC,Camera_ModeUNIQ2
800D99D0,Camera_ModeUNIQ3
800D9A2C,Camera_ModeUNIQ4
800D9A88,Camera_ModeUNIQ5
800D9AE4,Camera_ModeUNIQ0
800DA3B8,Camera_ModeUNIQ6
800DA4EC,Camera_ModeUNIQ7
800DA50C,Camera_ModeUNIQ8
800DA52C,Camera_ModeUNIQ9
800DA54C,Camera_ModeDEMO1
800DAD10,Camera_ModeDEMO2
800DB804,Camera_ModeDEMO3
800DBB14,Camera_ModeDEMO4
800DC270,Camera_ModeDEMO5
800DC718,Camera_ModeDEMO6
800DC738,Camera_ModeDEMO7
800DC758,Camera_ModeDEMO8
800DC778,Camera_ModeDEMO9
800DC798,Camera_ModeDEMO0
800DCC90,Camera_ModeSPEC0
800DCCB0,Camera_ModeSPEC1
800DCCD0,Camera_ModeSPEC2
800DCCF0,Camera_ModeSPEC3
800DCD10,Camera_ModeSPEC4
800DCD30,Camera_ModeSPEC5
800DD0FC,Camera_ModeSPEC6
800DD11C,Camera_ModeSPEC7
800DD13C,Camera_ModeSPEC8
800DD5B8,Camera_ModeSPEC9
800DDD58,Camera_Alloc
800DDDA8,Camera_Free
800DDDD0,Camera_Init
800DDFE0,func_800DDFE0
800DE0E0,func_800DE0E0
800DE0EC,func_800DE0EC
800DE308,func_800DE308
800DE324,func_800DE324
800DE62C,func_800DE62C
800DE840,func_800DE840
800DE890,func_800DE890
800DE954,func_800DE954
800DE9B0,Camera_Update
800DF498,func_800DF498
800DF4D0,Camera_SetMode
800DF840,Camera_ChangeMode
800DF86C,func_800DF86C
800DF8EC,func_800DF8EC
800DFAC8,func_800DFAC8
800DFB14,Camera_ChangeDataIdx
800DFC1C,func_800DFC1C
800DFC40,func_800DFC40
800DFC68,Camera_GetInputDirYaw
800DFC90,func_800DFC90
800DFCB4,Camera_GetCamDirPitch
800DFCDC,Camera_GetCamDirYaw
800DFD04,func_800DFD04
800DFD78,func_800DFD78
800DFEF0,func_800DFEF0
800DFF18,func_800DFF18
800DFF34,func_800DFF34
800DFF44,func_800DFF44
800DFF60,Camera_SetFlags
800DFF84,Camera_ClearFlags
800DFFAC,func_800DFFAC
800E007C,func_800E007C
800E01AC,func_800E01AC
800E01B8,func_800E01B8
800E01DC,func_800E01DC
800E0228,func_800E0228
800E0238,func_800E0238
800E02AC,Camera_SetToTrackActor
800E0308,Camera_SetTargetActor
800E031C,Camera_GetWaterYPos
800E0348,func_800E0348
800E03A0,DamageTable_Get
800E03CC,DamageTable_Clear
800E0410,CollisionCheck_GetDamageAndEffectOnBumper
800E04BC,CollisionCheck_ApplyBumperDefense
800E04EC,CollisionCheck_GetToucherDamage
800E0538,Collider_InitBase
800E0580,Collider_DestroyBase
800E0594,Collider_SetBaseToActor
800E05D4,Collider_SetBaseType1
800E0618,Collider_SetBase
800E065C,Collider_ResetATBase
800E0678,Collider_ResetACBase
800E0694,Collider_ResetOCBase
800E06BC,Collider_InitTouch
800E06E4,Collider_DestroyTouch
800E06F8,Collider_SetTouch
800E0720,Collider_ResetATInfoUnk
800E0730,Collider_InitBump
800E0760,Collider_DestroyBump
800E0774,Collider_SetBump
800E079C,Collider_InitInfo
800E081C,Collider_DestroyInfo
800E085C,Collider_SetInfo
800E08D4,Collider_ResetATInfo
800E090C,Collider_ResetACInfo
800E0944,Collider_ResetOCInfo
800E095C,Collider_InitJntSphElementDim
800E09A4,Collider_DestroyJntSphElementDim
800E09B8,Collider_SetJntSphElementDim
800E0A10,Collider_InitJntSphElement
800E0A50,Collider_DestroyJntSphElement
800E0A90,Collider_SetJntSphElement
800E0AE0,Collider_ResetJntSphElementAT
800E0B04,Collider_ResetJntSphElementAC
800E0B28,Collider_ResetJntSphElementOC
800E0B4C,Collider_InitJntSph
800E0B78,Collider_FreeJntSph
800E0C18,Collider_DestroyJntSph
800E0CA8,Collider_SetJntSphToActor
800E0D84,Collider_SetJntSphAllocType1
800E0E60,Collider_SetJntSph
800E0F14,Collider_InitAndSetJntSph
800E0F68,Collider_ResetJntSphAT
800E0FF4,Collider_ResetJntSphAC
800E1080,Collider_ResetJntSphOC
800E110C,Collider_InitCylinderDim
800E1148,Collider_DestroyCylinderDim
800E115C,Collider_SetCylinderDim
800E119C,Collider_InitCylinder
800E11EC,Collider_DestroyCylinder
800E123C,Collider_SetCylinderToActor
800E12A4,Collider_SetCylinderType1
800E130C,Collider_SetCylinder
800E1374,Collider_InitAndSetCylinder
800E13C0,Collider_ResetCylinderAT
800E1400,Collider_ResetCylinderAC
800E1440,Collider_ResetCylinderOC
800E1480,Collider_InitTrisElementDim
800E14CC,Collider_DestroyTrisElementDim
800E14E0,Collider_SetTrisElementDim
800E1594,Collider_InitTrisElement
800E15D4,Collider_DestroyTrisElement
800E1614,Collider_SetTrisElement
800E1664,Collider_ResetTrisElementAT
800E1688,Collider_ResetTrisElementAC
800E16AC,Collider_ResetTrisElementOC
800E16D0,Collider_InitTris
800E16FC,Collider_FreeTris
800E17B4,Collider_DestroyTris
800E1858,Collider_SetTrisAllocType1
800E1958,Collider_SetTris
800E1A24,Collider_InitAndSetTris
800E1A78,Collider_ResetTrisAT
800E1B18,Collider_ResetTrisAC
800E1BB8,Collider_ResetTrisOC
800E1C58,Collider_InitQuadDim
800E1CA4,Collider_DestroyQuadDim
800E1CB8,Collider_ResetQuadACDist
800E1CD4,Collider_SetQuadMidpoints
800E1D90,Collider_SetQuadDim
800E1E18,Collider_InitQuad
800E1E68,Collider_DestroyQuad
800E1EB8,Collider_SetQuadType1
800E1F20,Collider_SetQuad
800E1F88,Collider_InitAndSetQuad
800E1FD4,Collider_ResetQuadAT
800E2024,Collider_ResetQuadAC
800E2064,Collider_ResetQuadOC
800E20A4,Collider_QuadSetNearestAC
800E2154,Collider_InitSphere
800E21A4,Collider_DestroySphere
800E21F4,Collider_SetSphere
800E225C,Collider_InitAndSetSphere
800E22A8,Collider_ResetSphereAT
800E22E8,Collider_ResetSphereAC
800E2328,Collider_ResetSphereOC
800E2368,Collider_InitLine
800E23B0,Collider_DestroyLine
800E23C4,Collider_SetLinePoints
800E2408,Collider_SetLine
800E2434,Collider_ResetLineOC
800E2450,CollisionCheck_InitContext
800E2470,CollisionCheck_DestroyContext
800E2480,CollisionCheck_ClearContext
800E2528,CollisionCheck_EnableSAC
800E2540,CollisionCheck_DisableSAC
800E2558,CollisionCheck_SetAT
800E2634,CollisionCheck_SetAT_SAC
800E2740,CollisionCheck_SetAC
800E281C,CollisionCheck_SetAC_SAC
800E2928,CollisionCheck_SetOC
800E2A04,CollisionCheck_SetOC_SAC
800E2B10,CollisionCheck_SetOCLine
800E2B98,CollisionCheck_SkipTouch
800E2BBC,CollisionCheck_SkipBump
800E2BE0,CollisionCheck_NoSharedFlags
800E2C08,CollisionCheck_NoBlood
800E2C1C,CollisionCheck_BlueBlood
800E2D88,CollisionCheck_GreenBlood
800E2EF4,CollisionCheck_WaterBurst
800E2F30,CollisionCheck_RedBlood
800E2F54,CollisionCheck_RedBloodUnused
800E2F78,CollisionCheck_HitSolid
800E30C8,CollisionCheck_SwordHitAudio
800E3168,CollisionCheck_HitEffects
800E3304,CollisionCheck_SetBounce
800E3324,CollisionCheck_SetATvsAC
800E35C8,CollisionCheck_TrisAvgPoint
800E362C,CollisionCheck_QuadAvgPoint
800E36AC,CollisionCheck_AC_JntSphVsJntSph
800E38F8,CollisionCheck_AC_JntSphVsCyl
800E3B18,CollisionCheck_AC_JntSphVsTris
800E3CC0,CollisionCheck_AC_JntSphVsQuad
800E3E6C,CollisionCheck_AC_JntSphVsSphere
800E4058,CollisionCheck_AC_CylVsJntSph
800E4298,CollisionCheck_AC_CylVsCyl
800E44C0,CollisionCheck_AC_CylVsTris
800E4628,CollisionCheck_AC_CylVsQuad
800E47B8,CollisionCheck_AC_CylVsSphere
800E494C,CollisionCheck_AC_TrisVsJntSph
800E4B08,CollisionCheck_AC_TrisVsCyl
800E4C70,CollisionCheck_AC_TrisVsTris
800E4E24,CollisionCheck_AC_TrisVsQuad
800E4FE4,CollisionCheck_AC_TrisVsSphere
800E5154,CollisionCheck_AC_QuadVsJntSph
800E531C,CollisionCheck_AC_QuadVsCyl
800E54DC,CollisionCheck_AC_QuadVsTris
800E56B8,CollisionCheck_AC_QuadVsQuad
800E5874,CollisionCheck_AC_QuadVsSphere
800E59A4,CollisionCheck_AC_SphereVsJntSph
800E5B94,CollisionCheck_AC_SphereVsCylinder
800E5D10,CollisionCheck_AC_SphereVsTris
800E5E54,CollisionCheck_AC_SphereVsQuad
800E5F6C,CollisionCheck_AC_SphereVsSphere
800E60C0,CollisionCheck_SetJntSphHitFX
800E61A0,CollisionCheck_SetCylHitFX
800E6238,CollisionCheck_SetTrisHitFX
800E6320,CollisionCheck_SetQuadHitFX
800E63B8,CollisionCheck_SetSphereHitFX
800E6450,CollisionCheck_SetHitEffects
800E6524,CollisionCheck_AC
800E6654,CollisionCheck_AT
800E6724,CollisionCheck_GetMassType
800E6760,CollisionCheck_SetOCvsOC
800E6A9C,CollisionCheck_OC_JntSphVsJntSph
800E6C84,CollisionCheck_OC_JntSphVsCyl
800E6DF4,CollisionCheck_OC_JntSphVsSphere
800E6F64,CollisionCheck_OC_CylVsJntSph
800E6F90,CollisionCheck_OC_CylVsCyl
800E7060,CollisionCheck_OC_CylVsSphere
800E7130,CollisionCheck_OC_SphereVsJntSph
800E715C,CollisionCheck_OC_SphereVsCyl
800E7188,CollisionCheck_OC_SphereVsSphere
800E7264,CollisionCheck_SkipOC
800E7288,CollisionCheck_Incompatible
800E7308,CollisionCheck_OC
800E7494,CollisionCheck_InitInfo
800E74DC,CollisionCheck_ResetDamage
800E7508,CollisionCheck_SetInfoNoDamageTable
800E7530,CollisionCheck_SetInfo
800E755C,CollisionCheck_SetInfo2
800E7590,CollisionCheck_SetInfoGetDamageTable
800E75C8,CollisionCheck_ApplyDamage
800E77EC,CollisionCheck_ApplyDamageJntSph
800E7894,CollisionCheck_ApplyDamageCyl
800E78B4,CollisionCheck_ApplyDamageTris
800E7948,CollisionCheck_ApplyDamageQuad
800E7968,CollisionCheck_ApplyDamageSphere
800E7988,CollisionCheck_Damage
800E7A48,CollisionCheck_LineOC_JntSph
800E7B54,CollisionCheck_LineOC_Cyl
800E7BCC,CollisionCheck_LineOC_Sphere
800E7C64,CollisionCheck_LineOC
800E7DA8,CollisionCheck_LineOCCheckAll
800E7DCC,CollisionCheck_LineOCCheck
800E7DF8,Collider_UpdateCylinder
800E7E3C,Collider_SetCylinderPosition
800E7E5C,Collider_SetQuadVertices
800E7ECC,Collider_SetTrisVertices
800E7F8C,Collider_SetTrisDim
800E7FDC,Collider_UpdateSpheres
800E8160,Collider_UpdateSpheresElement
800E823C,Collider_UpdateSphere
800E8318,CollisionCheck_SpawnRedBlood
800E8478,CollisionCheck_SpawnWaterDroplets
800E85D4,CollisionCheck_SpawnShieldParticles
800E8668,CollisionCheck_SpawnShieldParticlesMetal
800E8690,CollisionCheck_SpawnShieldParticlesMetalSound
800E86C0,CollisionCheck_SpawnShieldParticlesMetal2
800E86E0,CollisionCheck_SpawnShieldParticlesWood
800E8784,CollisionCheck_CylSideVsLineSeg
800E8EA0,func_800E8EA0
800E8ED0,nop_800E8ED0
800E8EE0,nop_800E8EE0
800E8EEC,nop_800E8EEC
800E8EFC,nop_800E8EFC
800E8F08,func_800E8F08
800E8FA4,func_800E8FA4
800E9138,func_800E9138
800E9250,func_800E9250
800E9360,SaveContext_Init
800E93E0,GameInfo_Init
800E9470,DebugDisplay_Init
800E9488,DebugDisplay_AddObject
800E9564,DebugDisplay_DrawObjects
800E95F4,DebugDisplay_DrawSpriteI8
800E97D8,DebugDisplay_DrawPolygon
800E992C,func_800E992C
800E99B0,func_800E99B0
800E9C90,func_800E9C90
800E9CA0,func_800E9CA0
800E9CFC,func_800E9CFC
800E9DBC,func_800E9DBC
800E9E94,func_800E9E94
800E9F78,Debug_DrawText
800EA060,Cutscene_Init
800EA0D4,func_800EA0D4
800EA0EC,func_800EA0EC
800EA110,Cutscene_StepCutscene1
800EA15C,Cutscene_StepCutscene2
800EA210,Cutscene_Nop800EA210
800EA220,func_800EA220
800EA258,func_800EA258
800EA2B8,func_800EA2B8
800EA324,func_800EA324
800EABAC,func_800EABAC
800EAC08,func_800EAC08
800EAC44,func_800EAC44
800EAC94,func_800EAC94
800EAD14,func_800EAD14
800EAD48,func_800EAD48
800EAD7C,func_800EAD7C
800EADB0,func_800EADB0
800EAECC,func_800EAECC
800EAF20,func_800EAF20
800EAFE0,func_800EAFE0
800EB1DC,func_800EB1DC
800EB364,CutsceneCmd_DestinationDefault
800EB4B4,func_800EB4B4
800EB6F8,func_800EB6F8
800EBB68,func_800EBB68
800EBCD0,func_800EBCD0
800EBD60,func_800EBD60
800EC678,func_800EC678
800EC6D4,func_800EC6D4
800EC924,func_800EC924
800ECD7C,func_800ECD7C
800ECE40,Cutscene_ProcessCommands
800ED980,func_800ED980
800ED9C4,func_800ED9C4
800EDA04,func_800EDA04
800EDA84,func_800EDA84
800EDBE0,func_800EDBE0
800EDDB0,nop_800EDDB0
800EDDBC,func_800EDDBC
800EDDCC,func_800EDDCC
800EDE34,func_800EDE34
800EDF24,func_800EDF24
800EDF78,func_800EDF78
800EE0CC,func_800EE0CC
800EE1D8,func_800EE1D8
800EE200,func_800EE200
800EE29C,func_800EE29C
800EE2F4,Cutscene_IsPlaying
800EE320,GetItem_Draw
800EE364,func_800EE364
800EE400,func_800EE400
800EE5FC,func_800EE5FC
800EE7D8,func_800EE7D8
800EE940,func_800EE940
800EEA48,func_800EEA48
800EEC18,func_800EEC18
800EED20,func_800EED20
800EEE34,func_800EEE34
800EEF4C,func_800EEF4C
800EF054,func_800EF054
800EF0F0,func_800EF0F0
800EF1F4,func_800EF1F4
800EF2AC,func_800EF2AC
800EF364,func_800EF364
800EF4D4,func_800EF4D4
800EF65C,func_800EF65C
800EF780,func_800EF780
800EF89C,func_800EF89C
