name,text size,data size,rodata size,ovl size,bss size
ovl_En_Snowwd,0x500,0x70,0x40,0x70,0x0
ovl_En_Pm,0x37A0,0xBA0,0x6A0,0x9D0,0x0
ovl_En_Gakufu,0x970,0x100,0x40,0xE0,0x0
ovl_Elf_Msg4,0x760,0x1F0,0x50,0xA0,0x0
ovl_Elf_Msg5,0x3C0,0x130,0x50,0x70,0x0
ovl_En_Col_Man,0xD00,0x60,0x120,0x140,0x0
ovl_En_Talk_Gibud,0x2EA0,0x290,0x130,0x430,0x0
ovl_En_Giant,0x11E0,0x70,0x150,0x260,0x0
ovl_Obj_Snowball,0x2540,0xC0,0xF0,0x250,0x0
ovl_Boss_Hakugin,0x9F10,0x570,0x430,0x8B0,0x0
ovl_En_Gb2,0x2750,0x150,0xD0,0x2E0,0x0
ovl_En_Onpuman,0x5D0,0x50,0x0,0x70,0x0
ovl_Bg_Tobira01,0x490,0x20,0x40,0x50,0x0
ovl_En_Tag_Obj,0xB0,0x50,0x0,0x30,0x0
ovl_Obj_Dhouse,0x1750,0x160,0xB0,0x1A0,0x0
ovl_Obj_Hakaisi,0x16D0,0x80,0xE0,0x190,0x0
ovl_Bg_Hakugin_Switch,0x1360,0xE0,0x140,0x1B0,0x10
ovl_En_Snowman,0x32D0,0x140,0xC0,0x3E0,0x0
ovl_TG_Sw,0x410,0x20,0x10,0x60,0x0
ovl_En_Po_Sisters,0x3B50,0xF0,0xC0,0x370,0x0
ovl_En_Pp,0x3B20,0x1D0,0x80,0x2E0,0x0
ovl_En_Hakurock,0x1190,0x60,0xA0,0x140,0x0
ovl_En_Hanabi,0x1030,0x1E0,0x60,0xF0,0x0
ovl_Obj_Dowsing,0x1A0,0x20,0x0,0x30,0x0
ovl_Obj_Wind,0x690,0x500,0x50,0x80,0x0
ovl_En_Racedog,0x1950,0x2F0,0xA0,0x280,0x0
ovl_En_Kendo_Js,0x1BD0,0x110,0xF0,0x270,0x0
ovl_Bg_Botihasira,0x300,0x50,0x50,0x60,0x0
ovl_En_Fish2,0x3360,0xE0,0xF0,0x410,0x0
ovl_En_Pst,0xB30,0x320,0x50,0x180,0x0
ovl_En_Poh,0x34C0,0x100,0xE0,0x390,0x0
ovl_Obj_Spidertent,0x16F0,0x3F0,0xF0,0x150,0x0
ovl_En_Zoraegg,0x29D0,0x150,0x2D0,0x3C0,0x0
ovl_En_Kbt,0xF20,0x90,0x160,0x290,0x0
ovl_En_Gg,0x1F60,0x230,0x110,0x240,0x0
ovl_En_Maruta,0x1870,0x4F0,0xA0,0x280,0x0
ovl_Obj_Snowball2,0x1CD0,0xA0,0x90,0x260,0x0
ovl_En_Gg2,0x14C0,0x1E0,0x50,0x180,0x0
ovl_Obj_Ghaka,0x800,0x40,0x60,0xB0,0x0
ovl_En_Dnp,0x14A0,0x260,0x40,0x120,0x0
ovl_En_Dai,0x1F50,0x2C0,0xD0,0x240,0x0
ovl_Bg_Goron_Oyu,0x830,0x30,0x40,0x80,0x0
ovl_En_Kgy,0x2E30,0xA0,0x1B0,0x560,0x0
ovl_En_Invadepoh,0xC990,0x5B0,0x10C0,0x12E0,0x180
ovl_En_Gk,0x3220,0x210,0xE0,0x3B0,0x0
ovl_En_An,0x50C0,0xD40,0x9E0,0xED0,0x0
ovl_En_Bee,0xBD0,0x70,0x10,0x70,0x0
ovl_En_Ot,0x3660,0xA0,0x150,0x400,0x10
ovl_En_Dragon,0x1F70,0x2C0,0x50,0x1F0,0x0
ovl_Obj_Dora,0x920,0x1D0,0x80,0x110,0x0
ovl_En_Bigpo,0x4120,0xC0,0x160,0x420,0x0
ovl_Obj_Kendo_Kanban,0x12E0,0x200,0x80,0x1E0,0x0
ovl_Obj_Hariko,0x360,0x20,0x40,0x70,0x0
ovl_En_Sth,0x1C00,0x4C80,0x170,0x3B0,0x0
ovl_Bg_Sinkai_Kabe,0x560,0x30,0x10,0x50,0x0
ovl_Bg_Haka_Curtain,0x460,0x30,0x50,0x70,0x0
ovl_Bg_Kin2_Bombwall,0x7B0,0x90,0x10,0xB0,0x0
ovl_Bg_Kin2_Fence,0x6B0,0x140,0x110,0xA0,0x0
ovl_Bg_Kin2_Picture,0xB10,0xD0,0x50,0xD0,0x0
ovl_Bg_Kin2_Shelf,0xD30,0x60,0x50,0x110,0x0
ovl_En_Rail_Skb,0x2ED0,0x230,0x100,0x4F0,0x0
ovl_En_Jg,0x2080,0x1F0,0x1A0,0x4A0,0x0
ovl_En_Tru_Mt,0x17B0,0x190,0x70,0x110,0x0
ovl_Obj_Um,0x4F80,0x230,0x1B0,0x4E0,0x0
ovl_En_Neo_Reeba,0x1FC0,0xF0,0xC0,0x2D0,0x0
ovl_Bg_Mbar_Chair,0x120,0x30,0x0,0x30,0x0
ovl_Bg_Ikana_Block,0xD90,0x30,0xB0,0xE0,0x0
ovl_Bg_Ikana_Mirror,0x900,0x300,0x80,0xD0,0x0
ovl_Bg_Ikana_Rotaryroom,0x2040,0x160,0x3A0,0x180,0x0
ovl_Bg_Dblue_Balance,0x18D0,0xA0,0x140,0x1C0,0x10
ovl_Bg_Dblue_Waterfall,0x1910,0x70,0xC0,0x1A0,0x0
ovl_En_Kaizoku,0x58F0,0x410,0x130,0x530,0x0
ovl_En_Ge2,0x1E70,0x90,0x40,0x170,0x0
ovl_En_Ma_Yts,0x13A0,0x1E0,0xE0,0x1D0,0x0
ovl_En_Ma_Yto,0x33D0,0x210,0x1D0,0x540,0x0
ovl_Obj_Tokei_Turret,0x280,0x30,0x50,0x50,0x0
ovl_Bg_Dblue_Elevator,0xB50,0xC0,0x10,0x100,0x0
ovl_Obj_Warpstone,0x7F0,0x60,0x70,0xC0,0x0
ovl_En_Zog,0x2920,0x170,0xD0,0x3D0,0x10
ovl_Obj_Rotlift,0x3B0,0x50,0x0,0x50,0x0
ovl_Obj_Jg_Gakki,0x250,0x20,0x0,0x30,0x0
ovl_Bg_Inibs_Movebg,0x190,0x40,0x0,0x50,0x0
ovl_En_Zot,0x3920,0x90,0x230,0x560,0x0
ovl_Obj_Tree,0x5B0,0x80,0x50,0x90,0x0
ovl_Obj_Y2lift,0x340,0x30,0x0,0x30,0x0
ovl_Obj_Y2shutter,0x560,0x70,0x0,0x90,0x0
ovl_Obj_Boat,0x7D0,0x30,0x0,0x50,0x0
ovl_Obj_Taru,0xDD0,0x60,0x50,0xB0,0x0
ovl_Obj_Hunsui,0x1B30,0x50,0xB0,0x1D0,0x10
ovl_En_Jc_Mato,0x400,0x80,0x40,0x70,0x0
ovl_Mir_Ray3,0x1250,0xA0,0x70,0xC0,0x0
ovl_En_Zob,0x1EE0,0x80,0x100,0x3A0,0x0
ovl_Elf_Msg6,0xFA0,0x1F0,0x60,0x110,0x0
ovl_Obj_Nozoki,0x1290,0x80,0x10,0x190,0x10
ovl_En_Toto,0x1D30,0x200,0x30,0x230,0x0
ovl_En_Railgibud,0x3190,0x290,0xD0,0x450,0x0
ovl_En_Baba,0x1E30,0x160,0x50,0x1D0,0x0
ovl_En_Suttari,0x45A0,0x2C0,0x180,0x4F0,0x0
ovl_En_Zod,0x1850,0x120,0xE0,0x240,0x0
ovl_En_Kujiya,0xDA0,0x20,0xB0,0x140,0x0
ovl_En_Geg,0x2BC0,0x250,0x290,0x470,0x0
ovl_Obj_Kinoko,0x410,0x20,0x60,0x70,0x0
ovl_Obj_Yasi,0x2F0,0x30,0x10,0x50,0x0
ovl_En_Tanron1,0x10E0,0x920,0x70,0xB0,0x0
ovl_En_Tanron2,0x1B10,0xA0,0xA0,0x250,0x150
ovl_En_Tanron3,0x12D0,0x90,0x50,0x110,0x0
ovl_Obj_Chan,0x1440,0x70,0x110,0x130,0x10
ovl_En_Zos,0x1D60,0xA0,0xA0,0x2C0,0x0
ovl_En_S_Goro,0x31D0,0x190,0x150,0x370,0x0
ovl_En_Nb,0x1990,0x2A0,0x90,0x1E0,0x0
ovl_En_Ja,0x2100,0x1E0,0xF0,0x210,0x0
ovl_Bg_F40_Block,0xE60,0x80,0x20,0x110,0x0
ovl_Bg_F40_Switch,0x710,0x50,0x20,0xE0,0x10
ovl_En_Po_Composer,0x1B50,0x200,0x80,0x270,0x0
ovl_En_Guruguru,0xED0,0x90,0x30,0xF0,0x0
ovl_Oceff_Wipe5,0x4D0,0x12C0,0x50,0xB0,0x10
ovl_En_Stone_heishi,0x12F0,0x90,0x90,0x190,0x0
ovl_Oceff_Wipe6,0x3C0,0x2B0,0x50,0xA0,0x0
ovl_En_Scopenuts,0x2200,0x1E0,0x80,0x280,0x0
ovl_En_Scopecrow,0xC70,0x60,0x40,0xC0,0x0
ovl_Oceff_Wipe7,0x3C0,0xAB0,0x50,0xA0,0x10
ovl_Eff_Kamejima_Wave,0x630,0x40,0x70,0x100,0x10
ovl_En_Hg,0x1010,0x140,0x60,0x1D0,0x0
ovl_En_Hgo,0xD60,0x110,0xD0,0x1D0,0x0
ovl_En_Zov,0x17A0,0xC0,0xA0,0x240,0x0
ovl_En_Ah,0x16A0,0x180,0x20,0x170,0x0
ovl_Obj_Hgdoor,0x700,0x30,0x40,0xA0,0x0
ovl_Bg_Ikana_Bombwall,0xCA0,0xA0,0x10,0xC0,0x0
ovl_Bg_Ikana_Ray,0x2C0,0x60,0x0,0x60,0x0
ovl_Bg_Ikana_Shutter,0x7D0,0x30,0x10,0xD0,0x0
ovl_Bg_Haka_Bombwall,0x790,0x70,0x10,0x80,0x0
ovl_Bg_Haka_Tomb,0x3C0,0x30,0x0,0x60,0x0
ovl_En_Sc_Ruppe,0x5E0,0x80,0x60,0xA0,0x0
ovl_Bg_Iknv_Doukutu,0xD20,0x20,0x190,0x140,0x0
ovl_Bg_Iknv_Obj,0x8B0,0x50,0x40,0xA0,0x0
ovl_En_Pamera,0x26A0,0x1C0,0x80,0x3C0,0x0
ovl_Obj_HsStump,0x5F0,0x30,0x20,0x90,0x0
ovl_En_Hidden_Nuts,0x1250,0xC0,0x70,0x100,0x0
ovl_En_Zow,0x1E20,0xA0,0x160,0x240,0x0
ovl_En_Talk,0x1D0,0x20,0x0,0x40,0x0
ovl_En_Al,0x1EA0,0x430,0x160,0x320,0x0
ovl_En_Tab,0x1720,0x270,0x20,0x150,0x0
ovl_En_Nimotsu,0x3D0,0x50,0x40,0x60,0x0
ovl_En_Hit_Tag,0x210,0x50,0x0,0x40,0x0
ovl_En_Ruppecrow,0x1950,0x90,0x30,0x130,0x0
ovl_En_Tanron4,0xDC0,0x20,0x20,0x70,0x0
ovl_En_Tanron5,0x1590,0x150,0xC0,0x160,0x0
ovl_En_Tanron6,0x150,0x40,0x0,0x40,0x0
ovl_En_Daiku2,0x19E0,0xA0,0x140,0x1B0,0x0
ovl_En_Muto,0x9F0,0x70,0x0,0x90,0x0
ovl_En_Baisen,0xA30,0x70,0x0,0xC0,0x0
ovl_En_Heishi,0x5C0,0x70,0x0,0x70,0x0
ovl_En_Demo_heishi,0x600,0x70,0x30,0x80,0x0
ovl_En_Dt,0x18B0,0x1C0,0x20,0x1C0,0x0
ovl_En_Cha,0x3F0,0x50,0x10,0x80,0x0
ovl_Obj_Dinner,0x1A0,0x20,0x40,0x40,0x0
ovl_Eff_Lastday,0x7F0,0x20,0x30,0xA0,0x0
ovl_Bg_Ikana_Dharma,0x970,0x60,0x90,0xB0,0x10
ovl_En_Akindonuts,0x3B10,0x1F0,0x2D0,0x600,0x0
ovl_Eff_Stk,0x3E0,0x20,0x40,0x70,0x0
ovl_En_Ig,0x2540,0x2F0,0x130,0x2E0,0x0
ovl_En_Rg,0x2200,0x2D0,0xC0,0x200,0x10
ovl_En_Osk,0x1550,0xB0,0x150,0x3B0,0x0
ovl_En_Sth2,0x580,0x2710,0x60,0x100,0x0
ovl_En_Yb,0x1420,0x80,0x30,0x170,0x0
ovl_En_Rz,0x1BE0,0xB0,0x30,0x230,0x0
ovl_En_Scopecoin,0x360,0x40,0x40,0x60,0x0
ovl_En_Bjt,0xD40,0x150,0x50,0x130,0x0
ovl_En_Bomjima,0x2C10,0x170,0x30,0x340,0x0
ovl_En_Bomjimb,0x2630,0x130,0x70,0x260,0x0
ovl_En_Bombers,0x13A0,0x100,0x30,0xF0,0x0
ovl_En_Bombers2,0x10B0,0xB0,0x50,0x130,0x0
ovl_En_Bombal,0xB10,0x50,0x50,0x90,0x0
ovl_Obj_Moon_Stone,0x610,0x20,0x60,0x90,0x0
ovl_Obj_Mu_Pict,0x610,0x20,0x50,0xC0,0x0
ovl_Bg_Ikninside,0x650,0x60,0x40,0x80,0x0
ovl_Eff_Zoraband,0x430,0x20,0x40,0x50,0x0
ovl_Obj_Kepn_Koya,0x150,0x30,0x0,0x30,0x0
ovl_Obj_Usiyane,0xAE0,0x80,0x20,0x90,0x0
ovl_En_Nnh,0x370,0x50,0x30,0x70,0x0
ovl_Obj_Kzsaku,0x460,0x20,0x40,0x70,0x0
ovl_Obj_Milk_Bin,0x260,0x50,0x10,0x40,0x0
ovl_En_Kitan,0xE50,0x60,0x40,0x120,0x0
ovl_Bg_Astr_Bombwall,0x8B0,0xB0,0xA0,0xB0,0x0
ovl_Bg_Iknin_Susceil,0xB30,0x50,0x40,0x140,0x0
ovl_En_Bsb,0x4C80,0x210,0x170,0x440,0x0
ovl_En_Recepgirl,0x800,0x40,0x30,0xA0,0x0
ovl_En_Thiefbird,0x3270,0x110,0xF0,0x270,0x10
ovl_En_Jgame_Tsn,0x1990,0xA0,0x80,0x1F0,0x0
ovl_Obj_Jgame_Light,0x9C0,0x590,0x90,0xC0,0x0
ovl_Obj_Yado,0x280,0x30,0x20,0x50,0x10
ovl_Demo_Syoten,0x15F0,0xA0,0x130,0x1B0,0x0
ovl_Demo_Moonend,0x780,0x20,0x50,0x90,0x0
ovl_Bg_Lbfshot,0x120,0x30,0x0,0x30,0x0
ovl_Bg_Last_Bwall,0x860,0x130,0x10,0xB0,0x0
ovl_En_And,0x6D0,0xD0,0x20,0x80,0x0
ovl_En_Invadepoh_Demo,0x1D70,0x120,0x410,0x290,0x80
ovl_Obj_Danpeilift,0x860,0x30,0xB0,0xC0,0x0
ovl_En_Fall2,0x650,0x110,0x10,0x90,0x0
ovl_Dm_Al,0x5A0,0x60,0xA0,0x110,0x0
ovl_Dm_An,0xF60,0x170,0x70,0x100,0x0
ovl_Dm_Ah,0xB10,0x80,0x20,0xA0,0x0
ovl_Dm_Nb,0x3A0,0x50,0x0,0x60,0x0
ovl_En_Drs,0x460,0x70,0x20,0x70,0x0
ovl_En_Ending_Hero,0x360,0x40,0x30,0x60,0x0
ovl_Dm_Bal,0x860,0x190,0x40,0xE0,0x0
ovl_En_Paper,0x990,0x30,0x30,0x80,0x0
ovl_En_Hint_Skb,0x2340,0x220,0x120,0x3E0,0x0
ovl_Dm_Tag,0x9A0,0x70,0x20,0xE0,0x0
ovl_En_Bh,0x4F0,0x20,0x10,0x40,0x0
ovl_En_Ending_Hero2,0x240,0x20,0x0,0x40,0x0
ovl_En_Ending_Hero3,0x240,0x20,0x0,0x40,0x0
ovl_En_Ending_Hero4,0x240,0x20,0x0,0x40,0x0
ovl_En_Ending_Hero5,0x430,0x40,0x80,0x80,0x0
ovl_En_Ending_Hero6,0x6A0,0xC0,0x80,0xC0,0x0
ovl_Dm_Gm,0xF60,0x170,0x70,0x100,0x0
ovl_Obj_Swprize,0x530,0x30,0x10,0x90,0x0
ovl_En_Invisible_Ruppe,0x330,0x50,0x0,0x40,0x0
ovl_Obj_Ending,0x140,0x40,0x0,0x40,0x0
ovl_En_Rsn,0x3A0,0x50,0x20,0x70,0x0
