80080060,bootproc
800BCBF4,func_800BCBF4
800BCC68,func_800BCC68
800BCCDC,func_800BCCDC
800BD2B4,func_800BD2B4
800BD384,func_800BD384
800BD6B8,func_800BD6B8
800BD6E4,func_800BD6E4
800BD888,func_800BD888
800BD9A0,func_800BD9A0
800BD9E0,func_800BD9E0
800BDAA0,func_800BDAA0
800BDB6C,func_800BDB6C
800BDC5C,Actor_ChangeAnimationByInfo
800BDCF4,func_800BDCF4
800BDFB0,Actor_Noop
800BDFC0,Gfx_DrawDListOpa
800BE03C,Gfx_DrawDListXlu
800BE0B8,Actor_FindNearby
800BE184,func_800BE184
800BE22C,Actor_ApplyDamage
800BE258,Actor_SetDropFlag
800BE2B8,Actor_SetDropFlagJntSph
800BE33C,func_800BE33C
800BE3D0,func_800BE3D0
800BE504,func_800BE504
800BE568,func_800BE568
800BE5CC,func_800BE5CC
800BE63C,func_800BE63C
800BE680,func_800BE680
800BF7CC,Actor_SpawnIceEffects
800BF9A0,ActorOverlayTable_FaultPrint
800BFA78,ActorOverlayTable_FaultAddrConv
800BFAE8,ActorOverlayTable_Init
800BFB40,ActorOverlayTable_Cleanup
800BFB80,SSNode_SetValue
800BFB9C,SSList_SetNull
800BFBAC,SSNodeList_SetSSListHead
800BFC04,DynaSSNodeList_SetSSListHead
800BFC5C,DynaSSNodeList_Init
800BFC70,DynaSSNodeList_Alloc
800BFCC0,DynaSSNodeList_ResetCount
800BFCCC,DynaSSNodeList_GetNextNodeIdx
800BFCFC,BgCheck_Vec3sToVec3f
800BFD40,BgCheck_Vec3fToVec3s
800BFD84,func_800BFD84
800BFDEC,func_800BFDEC
800BFFC4,CollisionPoly_GetMinY
800C003C,CollisionPoly_GetNormalF
800C0094,func_800C0094
800C01B8,CollisionPoly_GetPointDistanceFromPlane
800C0220,CollisionPoly_GetVertices
800C02C0,CollisionPoly_GetVerticesByBgId
800C0340,CollisionPoly_CheckYIntersectApprox1
800C0474,CollisionPoly_CheckYIntersect
800C0668,CollisionPoly_CheckYIntersectApprox2
800C06A8,CollisionPoly_CheckXIntersectApprox
800C074C,CollisionPoly_CheckZIntersectApprox
800C07F0,CollisionPoly_LineVsPoly
800C0AF0,CollisionPoly_SphVsPoly
800C0BC0,StaticLookup_AddPolyToSSList
800C0DE0,StaticLookup_AddPoly
800C0E74,BgCheck_RaycastFloorStaticList
800C10FC,BgCheck_RaycastFloorStatic
800C1238,BgCheck_ComputeWallDisplacement
800C12A4,BgCheck_SphVsStaticWall
800C1B68,BgCheck_CheckStaticCeiling
800C1D7C,BgCheck_CheckLineAgainstSSList
800C2008,BgCheck_CheckLineInSubdivision
800C20F4,BgCheck_SphVsFirstStaticPolyList
800C2310,BgCheck_SphVsFirstStaticPoly
800C2460,BgCheck_GetNearestStaticLookup
800C2514,BgCheck_GetStaticLookup
800C25E0,BgCheck_GetStaticLookupIndicesFromPos
800C26C0,BgCheck_GetSubdivisionMinBounds
800C2864,BgCheck_GetSubdivisionMaxBounds
800C2A30,BgCheck_GetPolySubdivisionBounds
800C2BE0,BgCheck_PolyIntersectsSubdivision
800C3334,BgCheck_InitStaticLookup
800C3734,BgCheck_IsSmallMemScene
800C3778,BgCheck_TryGetCustomMemsize
800C37BC,BgCheck_SetSubdivisionDimension
800C3844,BgCheck_GetSpecialSceneMaxObjects
800C389C,BgCheck_Allocate
800C3C00,BgCheck_SetContextFlags
800C3C14,BgCheck_UnsetContextFlags
800C3C2C,BgCheck_GetCollisionHeader
800C3C94,BgCheck_PosInStaticBoundingBox
800C3D50,BgCheck_RaycastFloorImpl
800C3F40,BgCheck_CameraRaycastFloor1
800C3FA0,BgCheck_EntityRaycastFloor1
800C4000,BgCheck_EntityRaycastFloor2
800C4058,BgCheck_EntityRaycastFloor2_1
800C40B4,BgCheck_EntityRaycastFloor3
800C411C,BgCheck_EntityRaycastFloor5
800C4188,BgCheck_EntityRaycastFloor5_2
800C41E4,BgCheck_EntityRaycastFloor5_3
800C4240,BgCheck_EntityRaycastFloor6
800C42A8,BgCheck_EntityRaycastFloor7
800C4314,BgCheck_AnyRaycastFloor1
800C43CC,BgCheck_AnyRaycastFloor2
800C4488,BgCheck_CameraRaycastFloor2
800C44F0,BgCheck_EntityRaycastFloor8
800C455C,BgCheck_EntityRaycastFloor9
800C45C4,BgCheck_CheckWallImpl
800C4C74,BgCheck_EntitySphVsWall1
800C4CD8,BgCheck_EntitySphVsWall2
800C4D3C,BgCheck_EntitySphVsWall3
800C4DA4,BgCheck_EntitySphVsWall4
800C4E10,BgCheck_CheckCeilingImpl
800C4F38,BgCheck_AnyCheckCeiling
800C4F84,BgCheck_EntityCheckCeiling
800C4FD4,BgCheck_CheckLineImpl
800C5464,BgCheck_GetBccFlags
800C54AC,BgCheck_CameraLineTest1
800C5538,BgCheck_CameraLineTest2
800C55C4,BgCheck_EntityLineTest1
800C5650,BgCheck_EntityLineTest2
800C56E0,BgCheck_EntityLineTest3
800C576C,BgCheck_ProjectileLineTest
800C57F8,BgCheck_AnyLineTest1
800C583C,BgCheck_AnyLineTest2
800C58C8,BgCheck_AnyLineTest3
800C5954,BgCheck_SphVsFirstPolyImpl
800C5A20,BgCheck_SphVsFirstPoly
800C5A64,BgCheck_SphVsFirstWall
800C5AAC,SSNodeList_Init
800C5AC4,SSNodeList_Alloc
800C5B80,SSNodeList_GetNextNode
800C5BBC,SSNodeList_GetNextNodeIdx
800C5BD0,ScaleRotPos_Init
800C5C0C,ScaleRotPos_SetValue
800C5C5C,ScaleRotPos_IsEqual
800C5D30,DynaLookup_ResetLists
800C5D70,DynaLookup_Reset
800C5D90,DynaLookup_ResetVtxStartIndex
800C5D9C,DynaLookup_ResetWaterBoxStartIndex
800C5DA8,BgActor_Init
800C5E10,BgActor_SetActor
800C5EC8,BgActor_IsTransformUnchanged
800C5EF0,DynaPoly_NullPolyList
800C5EFC,DynaPoly_AllocPolyList
800C5F38,DynaPoly_NullVtxList
800C5F44,DynaPoly_AllocVtxList
800C5F8C,DynaPoly_InitWaterBoxList
800C5F9C,DynaPoly_AllocWaterBoxList
800C5FD8,DynaPoly_SetBgActorPrevTransform
800C6024,DynaPoly_IsBgIdBgActor
800C6044,DynaPoly_Init
800C6098,DynaPoly_Alloc
800C6188,DynaPoly_SetBgActor
800C6248,DynaPoly_GetActor
800C62BC,func_800C62BC
800C6314,func_800C6314
800C636C,func_800C636C
800C63C4,func_800C63C4
800C641C,func_800C641C
800C6474,func_800C6474
800C64CC,DynaPoly_DeleteBgActor
800C6554,func_800C6554
800C656C,BgCheck_CalcWaterboxDimensions
800C6838,DynaPoly_ExpandSRT
800C734C,BgCheck_ResetFlagsIfLoadedActor
800C73E4,DynaPoly_Setup
800C756C,func_800C756C
800C765C,DynaPoly_UpdateBgActorTransforms
800C76EC,BgCheck_RaycastFloorDynaList
800C7974,BgCheck_RaycastFloorDyna
800C7E40,BgCheck_SphVsDynaWallInBgActor
800C8580,BgCheck_SphVsDynaWall
800C87D0,BgCheck_CheckDynaCeilingList
800C8A60,BgCheck_CheckDynaCeiling
800C8BD0,BgCheck_CheckLineAgainstBgActorSSList
800C8DC0,BgCheck_CheckLineAgainstBgActor
800C8EEC,BgCheck_CheckLineAgainstDyna
800C90AC,BgCheck_SphVsFirstDynaPolyList
800C921C,BgCheck_SphVsFirstDynaPolyInBgActor
800C9380,BgCheck_SphVsFirstDynaPoly
800C94E0,CollisionHeader_SegmentedToVirtual
800C9564,CollisionHeader_GetVirtual
800C9598,BgCheck_InitCollisionHeaders
800C9640,BgCheck_ResetPolyCheckTbl
800C9694,SurfaceType_GetData
800C9704,SurfaceType_GetCamDataIndex
800C9728,func_800C9728
800C9770,SurfaceType_GetCameraSetting
800C97F8,func_800C97F8
800C9844,func_800C9844
800C98CC,func_800C98CC
800C9924,SurfaceType_GetCamPosData
800C99AC,SurfaceType_GetSceneExitIndex
800C99D4,func_800C99D4
800C99FC,func_800C99FC
800C9A24,func_800C9A24
800C9A4C,func_800C9A4C
800C9A7C,func_800C9A7C
800C9AB0,func_800C9AB0
800C9AE4,func_800C9AE4
800C9B18,func_800C9B18
800C9B40,func_800C9B40
800C9B68,func_800C9B68
800C9B90,SurfaceType_IsHorseBlocked
800C9BB8,func_800C9BB8
800C9BDC,SurfaceType_GetSfx
800C9C24,func_800C9C24
800C9C74,SurfaceType_GetSlope
800C9C9C,SurfaceType_GetLightSettingIndex
800C9CC4,SurfaceType_GetEcho
800C9CEC,SurfaceType_IsHookshotSurface
800C9D14,SurfaceType_IsIgnoredByEntities
800C9D50,SurfaceType_IsIgnoredByProjectiles
800C9D8C,SurfaceType_GetConveyorType
800C9DDC,func_800C9DDC
800C9E18,SurfaceType_GetConveyorSpeed
800C9E40,SurfaceType_GetConveyorDirection
800C9E88,SurfaceType_IsWallDamage
800C9EBC,WaterBox_GetSurfaceImpl
800CA1AC,WaterBox_GetSurface1
800CA1E8,WaterBox_GetSurface1_2
800CA22C,WaterBox_GetSurface2
800CA568,func_800CA568
800CA634,WaterBox_GetCamDataIndex
800CA648,WaterBox_GetCameraSetting
800CA6B8,func_800CA6B8
800CA6D8,WaterBox_GetLightSettingIndex
800CA6F0,func_800CA6F0
800CA9D0,func_800CA9D0
800CAA14,func_800CAA14
800CAAD0,BgCheck2_UpdateActorPosition
800CAC0C,BgCheck2_UpdateActorYRotation
800CACA0,BgCheck2_AttachToMesh
800CAD2C,BgCheck2_UpdateActorAttachedToMesh
800CAE10,DynaPolyActor_Init
800CAE34,DynaPolyActor_LoadMesh
800CAE7C,DynaPolyActor_ResetState
800CAE88,DynaPolyActor_SetRidingFallingState
800CAE9C,DynaPolyActor_SetRidingMovingState
800CAEB0,DynaPolyActor_SetRidingMovingStateByIndex
800CAEE0,DynaPolyActor_SetRidingRotatingState
800CAEF4,DynaPolyActor_SetRidingRotatingStateByIndex
800CAF24,DynaPolyActor_SetSwitchPressedState
800CAF38,DynaPolyActor_SetHeavySwitchPressedState
800CAF4C,DynaPolyActor_IsInRidingFallingState
800CAF70,DynaPolyActor_IsInRidingMovingState
800CAF94,DynaPolyActor_IsInRidingRotatingState
800CAFB8,DynaPolyActor_IsInSwitchPressedState
800CAFDC,DynaPolyActor_IsInHeavySwitchPressedState
800CB000,DynaPolyActor_ValidateMove
800CB210,Camera_fabsf
800CB240,Camera_LengthVec3f
800CB270,func_800CB270
800CB330,Camera_Lerpf
800CB398,Camera_Lerps
800CB42C,func_800CB42C
800CB4C0,Camera_LerpVec3f
800CB544,func_800CB544
800CB584,func_800CB584
800CB5DC,func_800CB5DC
800CB60C,func_800CB60C
800CB674,func_800CB674
800CB6C8,func_800CB6C8
800CB700,func_800CB700
800CB780,func_800CB780
800CB7CC,func_800CB7CC
800CB7F8,func_800CB7F8
800CB828,func_800CB828
800CB854,func_800CB854
800CB880,func_800CB880
800CB8C8,func_800CB8C8
800CB8F4,func_800CB8F4
800CB924,func_800CB924
800CB950,func_800CB950
800CBA08,func_800CBA08
800CBA34,func_800CBA34
800CBA7C,func_800CBA7C
800CBAAC,func_800CBAAC
800CBAD4,func_800CBAD4
800CBB58,func_800CBB58
800CBB88,func_800CBB88
800CBC00,func_800CBC00
800CBC30,func_800CBC30
800CBC84,func_800CBC84
800CBFA4,func_800CBFA4
800CC000,func_800CC000
800CC128,func_800CC128
800CC1C4,func_800CC1C4
800CC260,func_800CC260
800CC488,func_800CC488
800CC56C,func_800CC56C
800CC5C8,func_800CC5C8
800CC740,func_800CC740
800CC7A8,func_800CC7A8
800CC804,func_800CC804
800CC874,func_800CC874
800CC938,func_800CC938
800CC958,func_800CC958
800CC9C0,func_800CC9C0
800CCCEC,func_800CCCEC
800CD04C,func_800CD04C
800CD288,func_800CD288
800CD2E0,func_800CD2E0
800CD2F0,func_800CD2F0
800CD3E4,func_800CD3E4
800CD44C,func_800CD44C
800CD634,func_800CD634
800CD6CC,func_800CD6CC
800CD6F8,func_800CD6F8
800CD834,func_800CD834
800CDA14,func_800CDA14
800CDB6C,func_800CDB6C
800CDE6C,func_800CDE6C
800CE2B8,func_800CE2B8
800CE5E0,func_800CE5E0
800CE79C,func_800CE79C
800CE930,func_800CE930
800CEAD8,func_800CEAD8
800CEC38,func_800CEC38
800CED90,func_800CED90
800CF3A4,Camera_ModeNop
800CF3B4,Camera_ModeNORM1
800D0874,Camera_ModeNORM2
800D0894,Camera_ModeNORM3
800D1228,Camera_ModeNORM4
800D12B8,Camera_ModeNORM0
800D1A78,Camera_ModePARA1
800D2AA8,Camera_ModePARA2
800D2AC8,Camera_ModePARA3
800D2AE8,Camera_ModePARA4
800D2B08,Camera_ModePARA0
800D2B28,Camera_ModeJUMP1
800D2B48,Camera_ModeJUMP2
800D3520,Camera_ModeJUMP3
800D41E0,Camera_ModeJUMP4
800D4200,Camera_ModeJUMP0
800D4220,Camera_ModeBATT1
800D55A8,Camera_ModeBATT2
800D55C8,Camera_ModeBATT3
800D55E8,Camera_ModeBATT4
800D5608,Camera_ModeBATT0
800D5628,Camera_ModeKEEP1
800D67DC,Camera_ModeKEEP2
800D67FC,Camera_ModeKEEP3
800D73C8,Camera_ModeKEEP4
800D7FA4,Camera_ModeKEEP0
800D7FC4,Camera_ModeFIXD1
800D83C8,Camera_ModeFIXD2
800D8E08,Camera_ModeFIXD3
800D8E28,Camera_ModeFIXD4
800D8E48,Camera_ModeFIXD0
800D8E68,Camera_ModeSUBJ1
800D947C,Camera_ModeSUBJ2
800D949C,Camera_ModeSUBJ3
800D94BC,Camera_ModeSUBJ4
800D94DC,Camera_ModeSUBJ0
800D94FC,Camera_ModeDATA0
800D951C,Camera_ModeDATA1
800D953C,Camera_ModeDATA2
800D955C,Camera_ModeDATA3
800D957C,Camera_ModeDATA4
800D959C,Camera_ModeUNIQ1
800D95BC,Camera_ModeUNIQ2
800D99D0,Camera_ModeUNIQ3
800D9A2C,Camera_ModeUNIQ4
800D9A88,Camera_ModeUNIQ5
800D9AE4,Camera_ModeUNIQ0
800DA3B8,Camera_ModeUNIQ6
800DA4EC,Camera_ModeUNIQ7
800DA50C,Camera_ModeUNIQ8
800DA52C,Camera_ModeUNIQ9
800DA54C,Camera_ModeDEMO1
800DAD10,Camera_ModeDEMO2
800DB804,Camera_ModeDEMO3
800DBB14,Camera_ModeDEMO4
800DC270,Camera_ModeDEMO5
800DC718,Camera_ModeDEMO6
800DC738,Camera_ModeDEMO7
800DC758,Camera_ModeDEMO8
800DC778,Camera_ModeDEMO9
800DC798,Camera_ModeDEMO0
800DCC90,Camera_ModeSPEC0
800DCCB0,Camera_ModeSPEC1
800DCCD0,Camera_ModeSPEC2
800DCCF0,Camera_ModeSPEC3
800DCD10,Camera_ModeSPEC4
800DCD30,Camera_ModeSPEC5
800DD0FC,Camera_ModeSPEC6
800DD11C,Camera_ModeSPEC7
800DD13C,Camera_ModeSPEC8
800DD5B8,Camera_ModeSPEC9
800DDD58,Camera_Alloc
800DDDA8,Camera_Free
800DDDD0,Camera_Init
800DDFE0,func_800DDFE0
800DE0E0,func_800DE0E0
800DE0EC,func_800DE0EC
800DE308,func_800DE308
800DE324,func_800DE324
800DE62C,func_800DE62C
800DE840,func_800DE840
800DE890,func_800DE890
800DE954,func_800DE954
800DE9B0,Camera_Update
800DF498,func_800DF498
800DF4D0,Camera_SetMode
800DF840,Camera_ChangeMode
800DF86C,func_800DF86C
800DF8EC,func_800DF8EC
800DFAC8,func_800DFAC8
800DFB14,Camera_ChangeDataIdx
800DFC1C,func_800DFC1C
800DFC40,func_800DFC40
800DFC68,Camera_GetInputDirYaw
800DFC90,func_800DFC90
800DFCB4,Camera_GetCamDirPitch
800DFCDC,Camera_GetCamDirYaw
800DFD04,func_800DFD04
800DFD78,func_800DFD78
800DFEF0,func_800DFEF0
800DFF18,func_800DFF18
800DFF34,func_800DFF34
800DFF44,func_800DFF44
800DFF60,Camera_SetFlags
800DFF84,Camera_ClearFlags
800DFFAC,func_800DFFAC
800E007C,func_800E007C
800E01AC,func_800E01AC
800E01B8,func_800E01B8
800E01DC,func_800E01DC
800E0228,func_800E0228
800E0238,func_800E0238
800E02AC,Camera_SetToTrackActor
800E0308,Camera_SetTargetActor
800E031C,Camera_GetWaterYPos
800E0348,func_800E0348
800E03A0,DamageTable_Get
800E03CC,DamageTable_Clear
800E0410,CollisionCheck_GetDamageAndEffectOnBumper
800E04BC,CollisionCheck_ApplyBumperDefense
800E04EC,CollisionCheck_GetToucherDamage
800E0538,Collider_InitBase
800E0580,Collider_DestroyBase
800E0594,Collider_SetBaseToActor
800E05D4,Collider_SetBaseType1
800E0618,Collider_SetBase
800E065C,Collider_ResetATBase
800E0678,Collider_ResetACBase
800E0694,Collider_ResetOCBase
800E06BC,Collider_InitTouch
800E06E4,Collider_DestroyTouch
800E06F8,Collider_SetTouch
800E0720,Collider_ResetATInfoUnk
800E0730,Collider_InitBump
800E0760,Collider_DestroyBump
800E0774,Collider_SetBump
800E079C,Collider_InitInfo
800E081C,Collider_DestroyInfo
800E085C,Collider_SetInfo
800E08D4,Collider_ResetATInfo
800E090C,Collider_ResetACInfo
800E0944,Collider_ResetOCInfo
800E095C,Collider_InitJntSphElementDim
800E09A4,Collider_DestroyJntSphElementDim
800E09B8,Collider_SetJntSphElementDim
800E0A10,Collider_InitJntSphElement
800E0A50,Collider_DestroyJntSphElement
800E0A90,Collider_SetJntSphElement
800E0AE0,Collider_ResetJntSphElementAT
800E0B04,Collider_ResetJntSphElementAC
800E0B28,Collider_ResetJntSphElementOC
800E0B4C,Collider_InitJntSph
800E0B78,Collider_FreeJntSph
800E0C18,Collider_DestroyJntSph
800E0CA8,Collider_SetJntSphToActor
800E0D84,Collider_SetJntSphAllocType1
800E0E60,Collider_SetJntSph
800E0F14,Collider_InitAndSetJntSph
800E0F68,Collider_ResetJntSphAT
800E0FF4,Collider_ResetJntSphAC
800E1080,Collider_ResetJntSphOC
800E110C,Collider_InitCylinderDim
800E1148,Collider_DestroyCylinderDim
800E115C,Collider_SetCylinderDim
800E119C,Collider_InitCylinder
800E11EC,Collider_DestroyCylinder
800E123C,Collider_SetCylinderToActor
800E12A4,Collider_SetCylinderType1
800E130C,Collider_SetCylinder
800E1374,Collider_InitAndSetCylinder
800E13C0,Collider_ResetCylinderAT
800E1400,Collider_ResetCylinderAC
800E1440,Collider_ResetCylinderOC
800E1480,Collider_InitTrisElementDim
800E14CC,Collider_DestroyTrisElementDim
800E14E0,Collider_SetTrisElementDim
800E1594,Collider_InitTrisElement
800E15D4,Collider_DestroyTrisElement
800E1614,Collider_SetTrisElement
800E1664,Collider_ResetTrisElementAT
800E1688,Collider_ResetTrisElementAC
800E16AC,Collider_ResetTrisElementOC
800E16D0,Collider_InitTris
800E16FC,Collider_FreeTris
800E17B4,Collider_DestroyTris
800E1858,Collider_SetTrisAllocType1
800E1958,Collider_SetTris
800E1A24,Collider_InitAndSetTris
800E1A78,Collider_ResetTrisAT
800E1B18,Collider_ResetTrisAC
800E1BB8,Collider_ResetTrisOC
800E1C58,Collider_InitQuadDim
800E1CA4,Collider_DestroyQuadDim
800E1CB8,Collider_ResetQuadACDist
800E1CD4,Collider_SetQuadMidpoints
800E1D90,Collider_SetQuadDim
800E1E18,Collider_InitQuad
800E1E68,Collider_DestroyQuad
800E1EB8,Collider_SetQuadType1
800E1F20,Collider_SetQuad
800E1F88,Collider_InitAndSetQuad
800E1FD4,Collider_ResetQuadAT
800E2024,Collider_ResetQuadAC
800E2064,Collider_ResetQuadOC
800E20A4,Collider_QuadSetNearestAC
800E2154,Collider_InitSphere
800E21A4,Collider_DestroySphere
800E21F4,Collider_SetSphere
800E225C,Collider_InitAndSetSphere
800E22A8,Collider_ResetSphereAT
800E22E8,Collider_ResetSphereAC
800E2328,Collider_ResetSphereOC
800E2368,Collider_InitLine
800E23B0,Collider_DestroyLine
800E23C4,Collider_SetLinePoints
800E2408,Collider_SetLine
800E2434,Collider_ResetLineOC
800E2450,CollisionCheck_InitContext
800E2470,CollisionCheck_DestroyContext
800E2480,CollisionCheck_ClearContext
800E2528,CollisionCheck_EnableSAC
800E2540,CollisionCheck_DisableSAC
800E2558,CollisionCheck_SetAT
800E2634,CollisionCheck_SetAT_SAC
800E2740,CollisionCheck_SetAC
800E281C,CollisionCheck_SetAC_SAC
800E2928,CollisionCheck_SetOC
800E7F8C,Collider_UpdateSpheres
800F4FC4,Font_LoadOrderedFont
800FEC50,Lib_MemCpy
800FEC80,Lib_MemSet
800FED04,Math_CosS
800FED44,Math_SinS
800FED84,Math_StepToIImpl
800FEDC8,Math_StepToIGet
800FEDF4,Math_StepToI
800FEE30,Math_ScaledStepToS
800FEEEC,Math_StepToS
800FEF74,Math_StepToC
800FEFFC,Math_StepToF
800FF090,Math_StepUntilAngleS
800FF0F8,Math_StepToAngleS
800FF1BC,Math_AsymStepToS
800FF268,Math_StepUntilF
800FF2B8,Math_AsymStepToF
800FF360,func_800FF3A0
800FF410,Rand_S16Offset
800FF464,Rand_S16OffsetStride
800FF4CC,Math_Vec3f_Copy
800FF4EC,Math_Vec3s_Copy
800FF50C,Math_Vec3s_ToVec3f
800FF544,Math_Vec3f_ToVec3s
800FF57C,Math_Vec3f_Sum
800FF5B4,Math_Vec3f_Diff
800FF5EC,Math_Vec3s_DiffToVec3f
800FF648,Math_Vec3f_Scale
800FF684,Math_Vec3f_ScaleAndStore
800FF6B8,Math_Vec3f_Lerp
800FF710,Math_Vec3f_SumScaled
800FF75C,Math_Vec3f_AddRand
800FF7D0,Math_Vec3f_DistXYZAndStoreNormDiff
800FF844,Math_Vec3f_DistXYZ
800FF894,Math_Vec3f_DistXYZAndStoreDiff
800FF8EC,Math_Vec3f_DistXZ
800FF920,Math_Vec3f_DistXZAndStore
800FF964,Math_Vec3f_StepToXZ
800FFA0C,Math_Vec3f_DiffY
800FFA20,Math_Vec3f_Yaw
800FFA54,Math_Vec3f_Pitch
800FFA9C,Actor_ProcessInitChain
800FFB14,IChain_Apply_u8
800FFB30,IChain_Apply_s8
800FFB4C,IChain_Apply_u16
800FFB68,IChain_Apply_s16
800FFB84,IChain_Apply_u32
800FFBA0,IChain_Apply_s32
800FFBBC,IChain_Apply_f32
800FFBE0,IChain_Apply_f32div1000
800FFC10,IChain_Apply_Vec3f
800FFC3C,IChain_Apply_Vec3fdiv1000
800FFC74,IChain_Apply_Vec3s
800FFC98,Math_SmoothStepToF
800FFDB8,Math_ApproachF
800FFE28,Math_ApproachZeroF
800FFE7C,Math_SmoothStepToS
800FFF98,Math_ApproachS
8010003C,Color_RGBA8_Copy
80100064,func_801000A4
8010008C,func_801000CC
801000B4,Lib_PlaySfxAtPos
801000DC,Lib_Vec3f_TranslateAndRotateY
80100178,Lib_LerpRGB
80100408,Math_Vec3f_StepTo
801004BC,Lib_Nop801004FC
801004C4,Lib_SegmentedToVirtual
801004FC,Lib_SegmentedToVirtualNull
80100544,Lib_PhysicalToVirtual
80100560,Lib_PhysicalToVirtualNull
8010EF18,Interface_ChangeAlpha
8013ED84,View_Init
80143430,SkyboxDraw_UpdateMatrix
801434B4,SkyboxDraw_SetColors
801434F8,SkyboxDraw_Draw
80143894,SkyboxDraw_Noop
801438A0,Sram_ActivateOwl
801438E4,Sram_ClearHighscores
80143954,Sram_ClearFlagsAtDawnOfTheFirstDay
8014399C,Sram_SaveEndOfCycle
80144404,Sram_IncrementDay
80144474,Sram_CalcChecksum
801444B8,Sram_ResetSave
80144514,Sram_GenerateRandomSaveFields
80144720,Sram_InitNewSave
801447F8,Sram_InitDebugSave
80144924,func_80144A94
80144BE4,Sram_OpenSave
801451D8,func_8014546C
80145404,func_801457CC
801461B8,Sram_EraseSave
80146260,Sram_CopySave
801466D8,Sram_InitSave
80146A30,Sram_WriteSaveOptionsToBuffer
80146A78,Sram_InitSram
80146AA8,Sram_Alloc
80146AF4,Sram_SyncWriteToFlash
80146B20,Sram_SaveSpecialEnterClockTown
80146B2C,Sram_SaveSpecialNewDay
80146B94,Sram_SetFlashPagesDefault
80146BAC,Sram_StartWriteToFlashDefault
80146BF4,Sram_UpdateWriteToFlashDefault
80146CC4,Sram_SetFlashPagesOwlSave
80146CDC,Sram_StartWriteToFlashOwlSave
80146D24,Sram_UpdateWriteToFlashOwlSave
80146EA0,func_80147314
80146FA0,func_80147414
80147098,Sram_nop8014750C
80158428,Message_Init
80160950,ShrinkWindow_SetLetterboxTarget
80160964,ShrinkWindow_GetLetterboxTarget
80160978,ShrinkWindow_SetLetterboxMagnitude
8016098C,ShrinkWindow_GetLetterboxMagnitude
801609A0,ShrinkWindow_SetPillarboxTarget
801609B4,ShrinkWindow_GetPillarboxTarget
801609C8,ShrinkWindow_SetPillarboxMagnitude
801609DC,ShrinkWindow_GetPillarboxMagnitude
801609F0,ShrinkWindow_Init
80160A24,ShrinkWindow_Destroy
80160A34,ShrinkWindow_Update
80160AE8,ShrinkWindow_Draw
80172828,THA_AllocTailAlign16
80173108,Game_SetFramerateDivisor
80174D50,Padmgr_GetControllerBitmask
80174D64,func_80174F24
80174D84,func_80174F44
80174DBC,func_80174F7C
80174DDC,func_80174F9C
80174E14,PadMgr_LockSerialMesgQueue
80174E48,PadMgr_VoiceLockSerialMesgQueue
80174E7C,PadMgr_UnlockSerialMesgQueue
80174EAC,PadMgr_VoiceUnlockSerialMesgQueue
80174EDC,padmgr_LockContData
80174F0C,padmgr_UnlockContData
80174F3C,Padmgr_CalcStickEdges
80175200,Padmgr_ParseState
801753E8,func_801759BC
8017550C,PadMgr_ProcessInputs
801756AC,Padmgr_Update
801757D8,Padmgr_Stop
801757F0,func_80175E68
80175920,Padmgr_GetInput
8017595C,Padmgr_GetInput2
80175998,Padmgr_ThreadEntry
80175B1C,PadMgr_Init
8017F8F0,Matrix_Init
8017F92C,Matrix_Push
8017F95C,Matrix_Pop
8017F978,Matrix_Get
8017F99C,Matrix_Put
8017F9C4,Matrix_GetCurrent
8017F9D4,Matrix_Mult
8017FA2C,Matrix_Translate
8017FB2C,Matrix_Scale
8017FC08,Matrix_RotateXS
8017FDA0,Matrix_RotateXF
8017FF48,Matrix_RotateXFApply
80180090,Matrix_RotateXFNew
8018013C,Matrix_RotateYS
801802D8,Matrix_RotateYF
80180488,Matrix_RotateZS
80180620,Matrix_RotateZF
801807CC,Matrix_RotateZYX
80180A8C,Matrix_TranslateRotateZYX
80180DE0,Matrix_SetTranslateRotateYXZ
80180F8C,Matrix_MtxFToMtx
801811A8,Matrix_ToMtx
801811D0,Matrix_NewMtx
801811FC,Matrix_MtxFToNewMtx
80181228,Matrix_MultVec3f
801812E0,Matrix_MultZero
80181308,Matrix_MultVecX
80181354,Matrix_MultVecY
801813A0,Matrix_MultVecZ
801813EC,Matrix_MultVec3fXZ
8018146C,Matrix_MtxFCopy
801814F4,Matrix_MtxToMtxF
80181748,Matrix_MultVec3fExt
801817F8,Matrix_Transpose
80181830,Matrix_ReplaceRotation
8018192C,Matrix_MtxFToYXZRot
80181A54,Matrix_MtxFToZYXRot
80181B7C,Matrix_RotateAxisF
80181FDC,Matrix_RotateAxisS
80182420,SysUcode_GetUCodeBoot
80182430,SysUcode_GetUCodeBootSize
8018244C,SysUcode_GetUCode
8018245C,SysUcode_GetUCodeData
80182470,RumbleManager_Update
80182738,RumbleManager_Init
80182770,RumbleManager_Destroy
8019E5C8,play_sound
80804010,FileChoose_SetupCopySource
808041A0,FileChoose_SelectCopySource
80804654,FileChoose_SetupCopyDest1
808047D8,FileChoose_SetupCopyDest2
8080489C,FileChoose_SelectCopyDest
80804DAC,FileChoose_ExitToCopySource1
80804E74,FileChoose_ExitToCopySource2
80804F98,FileChoose_SetupCopyConfirm1
8080525C,FileChoose_SetupCopyConfirm2
808052B0,FileChoose_CopyConfirm
808054A4,FileChoose_CopyWaitForFlashSave
